,Title,Location,Company,Rating,Salary,Synopsis
157,Responsable Projet DATA F/H,Issy-les-Moulineaux (92),La Banque Postale,3.7,None,"Introduction
Vous êtes diplômé(e)s d'un Bac +5 avec une spécialisation en Banque/Finance, vous disposez d’au moins 5 ans d’expérience dans la conduite de projets DATA, alors postulez à cette offre !
Présentation de l'entreprise
Rejoindre La Banque Postale, c'est intégrer une banque citoyenne, dynamique et innovante, qui poursuit un développement accéléré sur les marchés de la banque de détail, de l’assurance et de la gestion d’actifs.
Banque de service public, La Banque Postale accompagne ses clients dans une relation bancaire durable : 10,7 millions de clients particuliers et 400 000 clients entreprises, professionnels, acteurs de l’économie sociale et du secteur public local lui font confiance.
Attentive à ses collaborateurs, elle leur propose des parcours diversifiés et investit dans leur formation tout au long de leur parcours professionnel.
Vos missions
Au sein d’une équipe de 6 personnes, vous aurez la charge d’orchestrer les projets et de porter la trajectoire DATA de la BFI. Cette refonte du système d’information s’étend de la conception, la mise en œuvre et le déploiement de cas d’usage avancés de la donnée (financière, commerciale, marketing, …) permettant l’optimisation de la performance et la finesse d’exécution des métiers. Elle représente un des 8 projets phares de la BFI.

Vos principales missions seront :

De piloter le projet Trajectoire DATA en étroite collaboration avec les métiers : pilotage stratégique de la BFI, direction réseau, direction commerciale, direction de la donnée Groupe, direction du contrôle de gestion, risk managers, conformité, DSIBA…
D’être garant du bon déroulement de chacun des projets de la trajectoire DATA : recueil et priorisation des besoins, animation des instances de pilotage, bilans et amélioration continue
D’assurer la constitution et le maintien d’une base documentaire dédiée au projet DATA
De piloter les ressources dédiées au programme DATA de la BFI
De garantir le pilotage budgétaire et le respect des plannings
D’assurer une veille technologique, fonctionnelle et réglementaire des pratiques et opportunités du marché

Votre profil
De formation Bac+5, école d’ingénieur ou de formation universitaire avec spécialisation en Banque/Finance, vous disposez d’au moins 5 ans d’expérience dans la conduite de projets DATA

Vous justifiez d’une expérience dans le milieu bancaire ou assurance ou chez les grands acteurs de la Tech (ex : GAFAM).

Vous possédez une expérience significative sur la conduite de projet Data.

Vous avez participé à la conception et à la livraison de data plateformes et êtes habile à discuter de problèmes techniques avec des data architectes ou data engineers et d’appuyer des data scientists.

Vous y avez développé des compétences analytiques (modélisation, data management, algorithmie, statistiques, dataviz), notamment sur les langages Python, SAS et Dataiku.

Techniques

Expertise sur la Data
Compétences analytiques : modélisation, data management, algorithmie, statistiques, dataviz
Maîtrise des langages Python, SAS et Dataiku.
Conduite de projet
Connaissance des métiers de la banque de l'entreprise
Connaissance des problématiques d'organisation bancaire
Connaissance des systèmes d’information bancaires
Connaissance des méthodologies Agile

Comportementales

Capacités d’analyse et de synthèse
Rigueur et précision
Pragmatisme
Autonomie
Souci des délais et du résultat
Bonne expression écrite et orale
Sens du contact, de l’écoute
Esprit d’équipe

Banque citoyenne, La Banque Postale s’engage en faveur de la diversité et de l’égalité des chances pour donner accès à tous ses métiers sans discrimination de genre, d’origine sociale ou culturelle, d’orientation sexuelle ou de handicap. Rejoignez-nous et construisons ensemble la Banque préférée des Français.


Rejoignez La Banque Postale Banque et Citoyenne !
Job Reference: LGLBP01639"
158,Chef de Projet CRM/DATA - Paris - CDI - F/H,Paris (75),COURIR,3.6,None,"Présentation
Courirest le n°1 de la Sneaker en France! Et l'enseigne préférée des Femmes.
Avec plus de2000 collaborateurs, 300 magasinsà travers le monde. Courir vous propose un projet audacieux :rendre la Sneaker accessible à tous.
L'aventure Courir?
C'est partager une ambition, bâtie dans un état d'esprit positif riche de40 ans d'histoire, c'est aussi révéler son talent et partager sa passion pour la Sneaker.
Bien plus qu'une tendance, un véritable état d'esprit qui transcende les styles et les générations.
Description
Le Contexte :
Pour poursuivre son développement en France et à l'international, Courir recherche son Chef de Projet CRM/DATA en CDI sur notre Siège de Paris.
Vous serez rattaché au Responsable Omnicanal et CRM au sein de la Direction des Systèmes d’Information.
Vos Missions :
Votre mission principale sera d’accompagner le groupe Courir dans la conception, la mise en place et le maintien en condition opérationnel des briques CRM et Data (Données CRM) du SI de l’entreprise. Avec les équipes métiers vous mettrez en œuvre la stratégie informatique alignée avec les attentes de l’entreprise : accélérer le déploiement international du groupe et rassembler une vision 360° des données CRM.

Dans le cadre de votre poste, voici la liste des missions qui pourront vous être confiées :
Maintenir le SI CRM existant en Condition Opérationnelle : Référentiel Client Unique et Moteur Fidélité (Epsilon), Marketing Automation (Selligent), Service Client (Easiware), Qualité de Données (Cap Adresse), Entreprise Service Bus (Mulesoft) et Data Visualisation (Qlik Sense) en pilotant les différentes ressources externes dédiées à ces applicatifs.
Définir la roadmap des projets CRM et les mener en alignement avec les directions métiers : programme fidélité international, Customer Data Platform, échange de données en temps réel, carte cadeau omnicanale, ticket dématérialisé sont quelques projets inscrits à la roadmap 2022.
Collaborer avec les équipes e-commerce (SFCC) et magasin (Cegid Y2) pour accélérer les différents projets et les évolutions. Cette collaboration est la meilleure garantie d’une charnière souple entre les systèmes tout en garantissant le privacy-by-design des données CRM et la conformité RGPD des process.
Mettre en place des entrepôts de données CRM sur le cloud. Mettre en place des entrepôts de données avec les best-practices en termes de sécurité, de contrôle des coûts, de déploiement continu sur une techno cloud “serverless”. Rassembler en un lieu unique une vision 360 ° du client.
Assurer le bon usage des outils CRM et Data. Former les équipes sur les outils retenus. S’assurer du bon usage des systèmes mis en place. S’assurer que la qualité de la donnée reste bonne.
Collaborer avec le RSSI de l’entreprise pour mettre en place les bonnes pratiques de la CNIL recommandées sur les données personnelles. Mettre en œuvre les process inscrit dans le Règlement Général sur la Protection des Données Européen (droit à l’oubli, anonymisation, privacy-by-design).
Au quotidien :
Assurer le fonctionnement des SI CRM
Vérifier la collecte des données sur les entrepôts de données CRM
Effectuer un suivi opérationnel de l’utilisation des applications CRM et dataviz
Recueillir et cadrer les besoins venant du métier
Analyser les besoins métiers et rechercher la meilleure solution en minimisant l’impact sur le SI existant
Élaborer et suivre les plannings de réalisation des projets
Piloter tous les projets et évolutions du SI CRM
Accompagner la conduite du changement des utilisateurs
Piloter les prestataires et les fournisseurs de service sur le périmètre CRM / Data
Profil
Vous avez Bac +5 et possédez au moins 5 ans d’expérience dans le CRM et au moins 5 ans d’expériences en gestion de projet
Vous êtes un expert dans les solutions CRM du marché
Vous maitrisez au moins un des écosystèmes cloud majeur
Vous maitrisez Python et/ou un autre langage utilisé dans la gestion de la Data
Vous maitrisez les enjeux sécurité et réglementaire du CRM
Vous maitrisez au moins un outil de Data Visualisation
Vous avez des notions de Machine Learning
Vous êtes reconnu pour votre capacité à accompagner les métiers et trouver toujours la meilleure solution tout en respectant les bonnes pratiques de l’outil.
Vous êtes habitué à gérer des équipes en mode projet
Vous êtes bon communiquant à l’oral comme à l’écrit.
Vous parlez anglais
Vous voulez devenir un.e SneakInfluencer ?
Transmettez-nous votre candidature !!
Plus d'informations
Envie de découvrir les coulisses de Courir ?
Rendez-vous sur notre : Instagram : Inside_Courir
« Passionné, Fédérateur, Ambitieux et Révélateur » sont les valeurs auxquelles Courir est attaché.
Afin de faire vivre ces valeurs à tous les niveaux de l’entreprise, nous sommes bien entendu engagés en faveur de l’inclusion et du handicap.
Chaque talent est ainsi reconnu pour sa singularité et trouve toute sa place dans nos équipes."
159,Agent Collecte de données d'élevage (H/F),Bourg-Achard (27),LITTORAL NORMAND,2.5,None,"Dans les différents élevages laitiers adhérents du secteur, lors de la traite des vaches laitières, l'agent collecte de données d'élevage effectue les différentes opérations permettant de collecter les données d'élevage afin de réaliser le contrôle de performances officiel ou non : mesure des poids de lait des vaches laitières et prélèvement des échantillons de lait avec des compteurs mécaniques ou des compteurs électroniques de ferme (CLEF) en salle de traite : - La préparation du contrôle de performance des vaches laitières, - L'installation du matériel en salle de traite, - La réalisation du contrôle, - Le recueil des données permettant l'exhaustivité du contrôle, - Les opérations d'après contrôle (nettoyage, envoi des échantillons et des données collectées). Profil : Connaissance du milieu agricole, accepte de travailler en élevage au moment de la traite à des horaires variables (matin/soir) Secteur géographique : Bourg Achard (27)
Profil souhaité
Expérience
Débutant accepté
Savoirs et savoir-faire
Normes environnementales
Relever les données de performance individuelle des animaux (quantité et qualité du lait, prise de poids, ...)
Prélever des échantillons de matières ou de produits, les référencer et les enregistrer pour analyse
Vérifier le contenu d'un registre de suivi de production ou d'élevage
Savoir-être professionnels
Sens de la communication
Autonomie
Sens de l'organisation
Permis
B - Véhicule légerCe permis est indispensable
Informations complémentaires
Qualification : Ouvrier qualifié (P1,P2)
Secteur d'activité : Activités des organisations patronales et consulaires
Entreprise
LITTORAL NORMAND

50 à 99 salariés

Site internet
http://www.littoral-normand.fr
Entreprise de Conseil en Élevage basée en Normandie, leader dans ses domaines de compétences, reconnue dans le monde de l'Élevage pour le professionnalisme de ses interventions et de la qualité de son offre de services. Littoral Normand rayonne sur les départements de la Manche, du Calvados, de l'Eure et de la Seine-Maritime. Elle emploie plus de 350 salariés (près de 270 ETP) et compte plus de 4500 clients-adhérents."
160,Lead Clinical Data Manager,Télétravail in Paris (75),Cmed,None,None,"Cmed is seeking Lead Clinical Data Manager with a minimum of 5 years of data management experience for this client dedicated opportunity. This role is home-based anywhere in the UK/EU.

General:

Follow-up of Service Provider (SP) deliverables execution as per plan/contracts (scope of work)/timelines
Follow-up of Service Providers activities with stakeholders (meeting, action/CAPA log)
SP risk assessment/mitigation review
SP oversight guidance implementation and compliance follow-up
Review of retro planning for key milestones
Reporting/alerting as per communication plan
Budget tracker development and maintenance (invoice amount validated & forecast)
(e) TMF maintenance, including QC

Setup:

Scope of work/RFP validation
Mock CRF development, eCRF
Validation/review of DM document/plans from SP: Data Management Plan, Validation Plan, eCRF completion guidelines, validation listing, annotated CRF, data transfer agreement, communication plan, training slides kit
Specifications for (S)AE notification tool and tests performed (SAGA),
Safety reconciliation plan development
User Acceptance Test, test transfer QC plan
DM section of study documents review (e.g., Centralized Monitoring Plan, Monitoring Plan)

Study Conduct:

QC (QC plan and tracker)
Centralized monitoring activities as per plan verified (Patient Data Validation, AE Dedicated Review, Medical Review, Data review and reconciliations) and updated plans as needed
Study reports review (SDTM issue report, data review and surveillance report, deviations)

Closure:

Final database/website closure by Service providers, budget reconciliation, material/access retrieval, archiving.

"
161,Data Steward H/F,59650 Villeneuve-d'Ascq,Auchan Retail France,3.8,None,"Avec Auchan, révélez vos talents...
Nous rejoindre, c'est rejoindre une entreprise qui agit au quotidien avec l'ensemble de ses équipes, pour réinventer un commerce plus responsable. Nous plaçons l'humain au coeur de toutes nos actions dans le but d'améliorer la qualité de vie des habitants.
Nos valeurs de confiance, d'ouverture et d'excellence nous animent et illustrent la façon dont nous voulons faire notre métier, au plus près de nos collaborateurs et de nos clients.
Nous vous apportons un métier qui a du sens, un management de proximité, une responsabilisation partagée et l'opportunité d'évoluer parmi nos 400 métiers.

Nous recherchons un Data Steward F/H pour rejoindre nos équipes de la Direction Data intelligence.
Le Data Steward a pour mission principale de transformer les processus métiers de l'entreprise sous l'angle Data. Il organise, définit et coordonne les données au travers de l'Enterprise Data Model et de son glossaire métier.
En détails, Le/La Data Steward :
> Est responsable de la complétude de l'EDM.
Enrichit l'EDM en fonction des cas d'usage identifié en traduisant les besoins métier en pré-requis Datas
Définit les données dans leur contexte et leur utilisation finale en collaboration avec les référents métier.
S'assure de la représentation des interactions entre les données
Facilite la compréhension et la mise à disposition des données.
> Est un des acteurs de la gouvernance de la donnée
Participe activement à la mise en oeuvre de la stratégie de gouvernance des données de l'entreprise,
Assure une veille technologique sur les principes de la data gouvernance et le management de la données.
> Est le partenaire privilégiés des équipes métier
Anime la communauté de Data Owners Corp et Pays
Travaille en collaboration avec les architecte métier et les responsables des processus métier (Business Process Owner)
> Participe à la qualité de la donnée de l'entreprise
Garantit la gestion de la qualité des données définies par les règles métier associées
Définit les critères à respecter pour chaque donnée (fiabilité, fraîcheur, historique, etc) pour garantir un niveau de confiance optimal pour les utilisateurs de cette donnée.
Votre profil ? Idéalement, vous justifiez :
Bac+5 (Master 2, écoles d'ingénieur, Ecole de commerce, Formation universitaire Statistiques / Informatique décisionnelle).
Appétence pour la Data et expérience dans un domaine métier (marketing, finance, etc) ou dans la grande distribution.
Maîtrise de l'anglais (Niveau B2/C1)
Vos compétences techniques ?
Connaissance des méthodes de gestion de données (Data lineage, modélisation conceptuelle, dictionnaire de données).
Requête « simple » type SQL(Exploration de BDD).
Connaissance des modélisations de processus métier
Vous faites également preuve d'un bon sens de la communication, orale et écrite, et d'un bon relationnel auprès de profils variés, d'expérience et d'horizons différents.
Vous faites preuve de rigueur, d'autonomie et d'organisation.
Parce que chez Auchan Retail ce qui compte avant tout c'est vous, venez nous faire découvrir qui vous êtes !
Au sein d'une entreprise en mouvement, venez contribuer à notre projet d'entreprise. Auchan agit et propose des cursus d'intégration et de développement des compétences, pour vous permettre d'être acteur de votre parcours et vous accompagner dans vos projets.
Parce qu'Auchan Retail est convaincu que la diversité fait la richesse d'une entreprise, nous étudions à compétences égales toutes les candidatures."
162,Architecte Data H/F Aix-en-Provence,Aix-en-Provence (13),Capgemini,3.8,None,"Contexte
En pleine transformation digitale, les grands comptes du secteur d'Aix-en-Provence font appel à notre entité afin de concevoir des solutions adaptées aux enjeux de demain.
Dand ce contexte, nous recherchons notre futur Architecte Data H/F qui intègrera nos équipes aixoises pilotées par Rémi JOLIVALT https://www.linkedin.com/in/jolivaltremi/
Votre rôle
Préconiser une architecture et des technologies
Elaborer des standards technologiques internes
Garantir la cohérence technique de la solution et son évolution
Prototyper les solutions techniques préconisées
Assister l'équipe de développement dans la mise en oeuvre des solutions techniques préconisées
Développer des composants techniques
Encadrer les équipes de consultants grâce à la formation et au coaching
Dans votre quotidien, vous contribuerez au partage et à la capitalisation des savoirs et des pratiques au sein de la communauté des Architectes de Capgemini.
Vous participerez à la construction de points de vue par l'expérience et le savoir-faire reconnu dans un domaine technique.
L'environnement technique
DataHub :
ETL (Talend, Informatica ou SSIS)
Traitement de données Spark, Python, Scala ...
Bases de données (Oracle, SQL Sever, Postgres)
Datalake / BigData : Horton Works, Cloudera, ELK
Data Viz & IA / Machine Learning :
Qlik, Tableau
Python, R
Les plus du poste
Vous bénéficiez d'un suivi de carrière de qualité et d'un suivi personnalisé grâce à notre politique de management et d'accompagnement de nos collaborateurs.
Et côté rémunération ?
En plus de votre salaire, vous bénéficiez d'une participation, d'un intêressement, d'un PERCO, d'une mutuelle avantageuse, d'une carte restaurant (pris en charge à 60% par Capgemini).
Vous bénéficiez également de nombreux avantages tels que des congés d'anciennetés, un accès à notre CE local et à notre CE national et de nombreux accords sur des sujets permettant d'améliorer notre quotidien (Accord télétravail, Accord parentalité ...)
#GetTheFutureYouWant
CAPGEMINI, Entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de la diversité en entreprise."
163,CDI - Datascientist Connaissance Client,Issy-les-Moulineaux (92),La Banque Postale,3.7,None,"Introduction
Vous aimez et savez faire parler les signaux faibles de la DATA ? Rejoignez le Pôle Assurances de La Banque Postale !
Présentation de l'entreprise
La Banque Postale Assurance (Santé, IARD, Prévoyance) développe et distribue des produits et offres adaptés et innovants répondant aux attentes de nos clients particuliers et professionnels. Avec ses plus de 750 collaborateurs et un chiffre d'affaires de plus d'un milliard d'euros, elle constitue à ce jour un des principaux leviers de développement stratégique du Groupe La Banque Postale. En nous rejoignant, vous faites le choix d’intégrer une entreprise résolument active et en évolution constante !
Vos missions
Au sein de l'équipe Datascience CRM de la Direction Marketing, Distribution et Digital de LBP Assurances, les missions qui vous seront confiées sont les suivantes :

réaliser des études et modèles liées à la connaissance clients : scoring prédictif, segmentation, étude ad hoc sur les profiling client / prospect.
réaliser des modélisations, machine learning, permettant de détecter les signaux faibles et détecter des moments de vie du client leviers pour le multi équipement, la fidélisation
réaliser des études sur la performance des campagnes business et relationnelles afin de détecter des nouveaux parcours pour les clients et prospects, en lien avec le CRM .
contribuer aux communications des résultats aux interlocuteurs Marketing et les autres entités et les préconisations des évolutions futures
contribuer aux évolutions nécessaires pour faire vivre les missions de l'analyse exploratoire, l'analyse prédictive et des analyses connaissance clients avec les écosystèmes BIG DATA, les outils et langage de Data Science

Ainsi, dans le cadre de vos missions, vous assurerez le bon déroulement de vos projets en totale autonomie ainsi qu'un reporting régulier à votre hiérarchie, travaillerez au sein d'une équipe pluridisciplinaire et serez en relation avec de nombreux acteurs (Direction technique, MOE/MOA, l’Offre, CRC, etc.).
Votre profil
Diplômé(e) de l’enseignement supérieur, niveau bac+5 (filière statistiques / Datamining / Datascientist), vous disposez d'une expérience de 5 ans minimum sur un poste comparable (la connaissance de l’univers de l’assurance serait appréciée).

Vous comprenez les enjeux stratégiques, techniques de nos projets et êtes force de propositions.

Vous êtes curieux/se, créatif(ve) et avez démontré votre capacité à travailler en mode projet et mode agile. Vous aimez travailler au sein d'une équipe pluridisciplinaire et être en relation avec de nombreux acteurs (Direction technique, MOE/MOA, l’Offre, Direction du Développement, etc.). Vous avez la capacité de comprendre les enjeux stratégiques, techniques de nos projets et vous faite preuve de force de propositions.

Pour accomplir les missions confiées, vous devrez maîtriser :

SPARK, SAS, SQL, Python, maîtrise des bases de données complexes
Maîtrise des techniques de modélisation, SCORE, machine Learning, Cluster..

Job Reference: LGLBP01451"
164,Data Protection Officer - DPO (h/f),33700 Mérignac,Cultura,3.3,None,"Envie d’allier votre passion des produits culturels à votre projet professionnel ?
Rejoignez Cultura pour nous accompagner dans notre développement.

VOS MISSIONS PRINCIPALES
Chez Cultura nous souhaitons lire et animer la performance au travers de 5 cadrans : Economique et Commercial, Financier, Collaborateurs, Clients et enfin Responsabilité Sociétale de l’entreprise.
En nous rejoignant vous adoptez cette vision 360°.
Fort d’une expérience solide de 2 ans et plus sur un poste de DPO, vous êtes le chef d’orchestre de la conformité en matière de protection des données personnelles au sein de SOCULTUR et ses filiales et contribuez à la gouvernance des risques data de l’enseigne.
Mission stratégique, au cœur des projets transverses de l’entreprise, vous assurez la sécurisation de l’organisme par vos éclairages proactifs. Vous aurez comme objectifs de :
Veiller à la conformité au sein de l’organisme,
Accompagner les nouveaux projets dans une démarche Privacy by design ,
Informer et conseiller les métiers et l’IT,
Accompagner la mise en œuvre des PIA nécessaires,
Sensibiliser régulièrement les collaborateurs,
Assurer le reporting ,
Tenir le registre des activités de traitements de SOCULTUR,
Etudier, proposer et participer au déploiement des moyens et plans de prévention assurant une couverture des risques optimale,
Contribuer à la gouvernance des risques data .

PROFIL RECHERCHE
#Relationnel #Curiosité #Objectivité #Analyse #Synthèse #Autonomie #Organisation #Empathie
Vous êtes un bon communicant et savez convaincre plutôt que contraindre,
Vous savez faire preuve d’ empathie et transparence dans vos échanges,
Vos aptitudes à travailler en transverse en mode projet et votre faculté à animer des travaux de groupe et conduire des réunions font de vous un business partner incontournable,
Vous justifiez d’une bonne compréhension et vision globale de la règlementation ,
Vous avez les compétences pour mener des analyses de risques ,
Votre rigueur et sens de l’organisation assurent la fiabilité de vos actions,
Gardien du temple , vous mettez sous contrôle, fiabilisez et alertez sur les risques liés à la data dans l’entreprise.

Rejoindre Cultura c'est aussi...
Bénéficier d’un package global de rémunération construit autour de 4 piliers :
Valoriser la compétence : salaire fixe proposé en fonction du profil.
Récompenser la performance : intéressement, participation.
Garantir les dimensions protection sociale et équilibre personnel : mutuelle, prévoyance, durée annuelle du travail de 213 jours, possibilité de télétravail selon l'accord en vigueur dans l'entreprise.
Nourrir la passion des produits culturels : remises sur les produits, ateliers et cours académie.
Et surtout l’opportunité de rejoindre une communauté de passionnés au service d’un projet collectif !
Prêt(e) pour un nouveau challenge dans un univers passionnant ?
Alors nous voulons vous rencontrer !"
165,Data Analyst Sénior F/H,Paris 15e (75),Effy,4.0,None,"Data Analyst Sénior F/H
Ref. Apec : 167786730W
Effy
1
CDI
Paris 15 - 75
Publiée le 04/03/2022
Actualisée le 04/03/2022
 SUR LE SITE DE L'ENTREPRISE
Salaire
A négocier
Prise de poste
Dès que possible
Expérience
Tous niveaux d'expérience acceptés
Métier
Data analyst
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
ACTIVITÉS DES SIÈGES SOCIAUX

Descriptif du poste
Chez Effy, la data est le pilier qui permet de guider toutes les décisions de l'entreprise et de construire la stratégie sur le long-terme.
L'équipe Data est une équipe transverse qui interagit avec tous les métiers, au niveau stratégique et opérationnel.
Elle a pour rôle de :Collecter, retraiter et modéliser toutes les données digitales pour procurer à chaque métier des indicateurs fiables et pertinents et leur permettre de :Suivre leurs performances en directPrendre des décisions rapides et toujours basées sur les donnéesConstruire leurs stratégies à moyen et long-terme (plan de chasse, investissement média, incentives)Présenter aux métiers des analyses approfondies pour leur permettre de prendre du recul et de mieux saisir les opportunitésOptimiser la performance de l'entreprise grâce à des algorithmes de machine learning (e.g. scoring des utilisateurs, media mix modeling)
Au sein de l'équipe data, vous aurez une vision exhaustive des rouages de l'entreprise et de ses facteurs clés de succès.
Vous serez entouré(e) de Data Analysts, de Data Engineers et de Data Scientists, un environnement propice pour développer vos compétences business et techniques.
En tant que Data Analyst Sénior, vous serez le représentant data de plusieurs activités parmi les services commercial, acquisition, produit, travaux, aides à la rénovation, direction générale. Vous devrez vous plonger dans le quotidien de ces services pour leur proposer les réponses les plus adaptées, pour les aider à développer leurs activités.
Vous serez notamment responsable deLa définition et la fiabilité des indicateurs de performances propres à ces activitésLa conception et l’évolution des outils de pilotage (dashboards macro et reporting détaillés)L’échange et la réflexion autour des challenges de chaque serviceLa proposition d’analyses approfondies et de recommandations constructives pour relever les défis
Vous serez en permanence au contact des directeurs d’activité avec un rôle de conseil et de garant de la qualité de la donnée. Vous devrez régulièrement présenter vos analyses à la top direction de l’entreprise et vos recommandations donneront l’orientation des décisions stratégiques.
Profil recherché
Qualifications
De formation Bac+5, vous disposez d’une première expérience réussie et exigeante sur des missions similaires.
Vous avez une forte appétence technique et êtes très à l'aise avec les chiffres. Vous avez une maitrise du SQL et de Tableau ou d’une autre solution de dashboarding. Des connaissances en Python appliqué à la data seraient un plus.
Orienté(e) business, vous avez l’esprit critique, analytique et êtes rigoureux(se). Vous savez faire preuve de capacité de synthèse et de prise de recul.
Votre agilité et votre proactivité vous permettront de prendre vos marques et de progresser rapidement dans l’entreprise.
Informations complémentaires
Rythme rapide et flexible d’une société en forte croissance sur un marché très dynamique
Rejoindre une équipe conviviale et accessible de 250 Effytoyen(nes)
L’occasion de participer à une mission ayant un impact positif pour la planète, le confort et le pouvoir d’achat des ménages
Bureaux agréables et lumineux dans le centre de Paris
Si vous êtes prêt à rejoindre cette passionnante aventure, nous examinerons toutes les candidatures dans les 10 jours. Si votre profil correspond à nos exigences, nous vous contacterons pour un premier contact téléphonique. Ensuite, nous vous inviterons à notre bureau pour diverses entrevues avec nos équipes.
Effy garantit l'égalité des chances. Nous valorisons la diversité et nous nous engageons à créer un environnement inclusif pour tous.
Entreprise
Effy rend plus simples, plus efficaces et plus accessibles les travaux de rénovation énergétique.
Entre l’urgence climatique, la précarité énergétique et un marché de l’emploi au ralenti, Effy veut contribuer, à son échelle, à construire un monde meilleur. Chaque jour, nos équipes relèvent ce défi avec enthousiasme et exigence !
Pour accélérer la rénovation énergétique, Effy s’appuie depuis plus de 10 ans sur ses 3 valeurs fortes Pionnier, Fiabilité et Efficacité
Cette offre est une opportunité d’entreprendre dans un secteur inspirant et porteur de sens."
166,DATA ANALYST H/F,Paris (75),L&A Partners,None,None,"RÉASSURANCE
Réf: 675
Localisation: Paris
Parution: 03/03/2022


L&A Partners est un cabinet spécialisé dans la recherche de cadres et dirigeants en Assurance et Finance d’entreprise
Dans le cadre d'un poste à pourvoir chez l'un de nos clients, compagnie internationale de réassurance nous recherchons un Data Analyst H/F.
The CTO department is in charge of
providing all the means to support the underwriting activities for Single Risks
ensuring that all underwriting activities comply with the Group guidelines
improving the underwriting journey and anticipating future needs.
Manage Exposure Data for Specialty Insurance Single Risk: this currently includes mainly locations for First Party Damage but could also in the future encompass additional data required to enhance the underwriting process for Single Risks Specialty Insurance underwriters.
Business owner of the main tools used for data capture and exposure data referential:

In coordination with the underwriting platforms product owner and the Pricing & Modelling teams, provide relevant solutions to answer users’ needs, assist IT teams for tests, and drive change management with final users. The current scope of applications contains
Property, Offshore and Space Risk Databases: Internal group tools built to be the knowledge databases on major risks in the Specialty Insurance portfolio
Data Capture Module (DCM) after its delivery.
Implementation of analytics around exposure data:
Develop new visualization tools to better use exposure data for the underwriters
Monitorgroup exposures by using reporting tools such as Tableau or building specific applications
Monitor the global level of accuracy of locations entered by the data capture teams (geocoding, occupancy, insured values...), to assess the global quality of information in our system
Participate to the CTO data analytics objectives:
Pro-actively consider different ways of doing things to improve efficiency or reliability with POC or redesigning the processes
Provide insights in a “user friendly” way for end-users by upgrading and developing current tools (web applications or Tableau Reports)
Learn, develop and deploy the necessary techniques and tools required to analyse large datasets for underwriting and exposure insights
Ensure that the data used in the various tools used by the underwriting community is accurate and up-to-date by developing tools to assess the accuracy of data
Be the exposure data owner for our Specialty Insurance datalake
At least 3- 5 years of experience as a Business Analyst in a consulting firm or IT project or Data science or GIS for an insurance company. Knowledge of underwriting processes and/ or tools with an international scope is a plus.
Your experience has enabled you to acquire a first experience in IT project management and business process analysis.
The role requires fluent English skills (oral & written). The candidate must be open minded and used to working in a cross-cultural environment.
Soft skills:
Good writing /presenting skills and analytical mind/impact assessment
Multi-tasking: ability to multi-task, working on more than one issue simultaneously.
Autonomy: be able to carry out tasks in autonomy and collaborate with a worldwide team.
Technical skills:
Experience with VBA, Tableau or other BI tools
Knowledge of geographical exposure analysis (Esri, ARCGis, GIS,…) is a plus
Data extraction in SQL, knowledge of Python is a plus
Experience with IT projects (Agile,…)
Strength of proposal.
Good understanding of Business and IT processes and willingness to constantly update knowledge.
Proactive, open-minded and good team spirit."
167,Big Data Resident Solutions Architect,Paris (75),Databricks,None,None,"As a Senior Resident Solutions Architect (RSA) in our Professional Services team you will work with clients on short to medium term customer engagements on their big data challenges using the Databricks platform. You will provide data engineering, data science, and cloud technology projects which require integrating with client systems, training, and other technical tasks to help customers to get most value out of their data. RSAs are billable and know how to complete projects according to specification with excellent customer service. You will report to the RSA Manager/Lead.

The impact you will have:
You will work on a variety of impactful customer technical projects which may include building reference architectures, how-to's and production grade MVPs
Guide strategic customers as they implement transformational big data projects, 3rd party migrations, including end-to-end design, build and deployment of industry-leading big data and AI applications
Consult on architecture and design; bootstrap or implement strategic customer projects which leads to a customers' successful understanding, evaluation and adoption of Databricks.
Provide an escalated level of support for customer operational issues.
You will work with the Databricks technical team, Project Manager, Architect and Customer team to ensure the technical components of the engagement are delivered to meet customer's needs.
Work with Engineering and Databricks Customer Support to provide product and implementation feedback and to guide rapid resolution for engagement specific product and support issues.
What we look for:
7+ years experience with Big Data Technologies such as Spark, Kafka, Cloud Native and Data Lakes in a customer-facing post-sales, technical architecture or consulting role.
Comfortable writing code in either Python or Scala.
Experience with technical project delivery - managing scope and timelines.
Documentation and white-boarding skills.
Experience working with clients and managing conflicts.
Build skills in technical areas which support the deployment and integration of Databricks-based solutions to complete customer projects.
Travel to customers 20 - 30% of the time.

Benefits

Complementary health insurance
Complementary life and disability coverage
Complementary pension
Equity awards
Paid parental leave
Gym reimbursement
Annual personal development fund
Work headphones reimbursement
Business travel accident insurance

About Databricks

Databricks is the data and AI company. More than 5,000 organizations worldwide — including Comcast, Condé Nast, H&M, and over 40% of the Fortune 500 — rely on the Databricks Lakehouse Platform to unify their data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe. Founded by the original creators of Apache Spark™, Delta Lake and MLflow, Databricks is on a mission to help data teams solve the world’s toughest problems."
